osmid,y,x,highway,street_count,junction
299134854,43.4644945,-80.5662259,,3,
299134910,43.4636363,-80.5667753,,3,
299134950,43.4630161,-80.5644968,,3,
299134977,43.4622108,-80.5637227,,3,
299135024,43.4610798,-80.5659585,,3,
299135044,43.4612181,-80.5661241,,3,
299135065,43.4683542,-80.5763054,,4,
299135070,43.4694659,-80.5769436,,3,
299135089,43.4676832,-80.5787258,,3,
299135113,43.4695007,-80.5793347,,3,
299135148,43.4718117,-80.5796787,,3,
299135170,43.4688789,-80.5812134,,3,
299135178,43.4682198,-80.5823375,,3,
299135193,43.4670545,-80.5830279,,4,
299135197,43.4674787,-80.583679,,3,
299135214,43.4678009,-80.5852617,,3,
299135240,43.4669635,-80.5849291,,3,
299135279,43.4664514,-80.5820778,,3,
299135284,43.4664246,-80.5819991,,3,
299135300,43.4664484,-80.5814536,,3,
299135323,43.4664714,-80.5812024,,3,
299135390,43.4658859,-80.5835782,,3,
299135395,43.4658154,-80.5836371,,3,
299135411,43.4661957,-80.5839898,,3,
299135425,43.4662736,-80.5842284,,3,
299148534,43.4889543,-80.518224,,3,
299148537,43.4888196,-80.5159726,,3,
299148540,43.4901776,-80.5139206,,3,
299148544,43.4899884,-80.5136419,,3,
299183604,43.4698621,-80.5952535,,3,
299183627,43.4718865,-80.5987226,,3,
299183631,43.4732382,-80.5963674,,4,
299183632,43.4735544,-80.5957996,,3,
299183639,43.4743626,-80.5976667,,3,
299183646,43.4744963,-80.597868,,3,
299183662,43.4724846,-80.5993787,,4,
299183679,43.4720195,-80.6025799,,3,
299183686,43.4717199,-80.6036199,,3,
299183709,43.4733835,-80.6038046,,4,
299183713,43.4737794,-80.6039696,,3,
299183724,43.4711471,-80.6165536,,3,
299183729,43.4738093,-80.6195866,,3,
299183741,43.4766963,-80.5992306,,4,
299183756,43.4765184,-80.5979079,,3,
299183794,43.4758324,-80.59718,,3,
299183801,43.4693782,-80.5611509,,4,
299183806,43.4688621,-80.5608022,,3,
299183815,43.4677775,-80.5606148,,3,
299183821,43.4665832,-80.5604664,,3,
299183825,43.4657633,-80.5604573,,3,
299183827,43.4653945,-80.5606278,,3,
299183854,43.4655339,-80.5632136,,4,
299183885,43.4662892,-80.5624442,,3,
299183900,43.4665251,-80.5610648,,3,
299183935,43.4683965,-80.5595767,,3,
299183944,43.4681515,-80.5594445,,3,
299183958,43.4676466,-80.5615929,,3,
299183969,43.4684253,-80.5619594,,3,
299183999,43.4655581,-80.5594689,,3,
299184000,43.4654191,-80.5595059,,3,
299184002,43.4649888,-80.5597107,,3,
299276445,43.4660711,-80.5306075,,4,
299292021,43.4633666,-80.5195035,,3,
299609503,43.490312,-80.516618,,3,
299609515,43.4872718,-80.5183586,traffic_signals,4,
299609516,43.4874451,-80.5193111,,3,
299609517,43.4880394,-80.520036,,4,
299609519,43.488454,-80.5209323,,3,
299609521,43.4893494,-80.5214952,,3,
299609522,43.490055,-80.5197401,,4,
299609523,43.4909795,-80.5186643,,3,
299609524,43.48956,-80.5219941,,3,
299609527,43.4901418,-80.5229652,,4,
299609531,43.4912979,-80.5229251,,3,
299609534,43.4913547,-80.5199338,,3,
299609543,43.4915541,-80.5231936,,3,
299609557,43.4894352,-80.5191739,,3,
299609569,43.4889511,-80.5202043,,3,
299609572,43.4875672,-80.5141432,,3,
299873402,43.4610368,-80.5894551,,3,
299873411,43.4614276,-80.5837664,,3,
299873413,43.4598188,-80.5836342,,3,
299873414,43.459579,-80.5835732,,3,
299873415,43.4588371,-80.5835748,,3,
299873416,43.458604,-80.5835856,,3,
299873420,43.4578618,-80.5844548,,3,
299873421,43.4611036,-80.5846885,,4,
299873435,43.4608786,-80.5879048,,4,
299873447,43.458051,-80.5838008,,3,
299873456,43.4569944,-80.5868684,,3,
299873457,43.4614484,-80.588532,,3,
299873466,43.4614872,-80.591921,,3,
299873467,43.4601233,-80.5906189,,3,
299873468,43.4600208,-80.5911864,,3,
299873469,43.4576201,-80.5864537,,3,
299873470,43.4565816,-80.5874755,,3,
299873476,43.4622571,-80.5927873,,3,
299873495,43.4650513,-80.5923742,,3,
299873515,43.4592827,-80.5903524,,3,
299873540,43.457994,-80.5858491,,3,
299873573,43.4640865,-80.5954096,,3,
299873581,43.4632177,-80.5959671,,3,
299873593,43.4612536,-80.5923907,,4,
300707088,43.4389281,-80.5245483,,3,
300707117,43.4404033,-80.5231254,,3,
300707133,43.4400169,-80.5260396,,4,
300707134,43.4462376,-80.5441107,,4,
300707139,43.4461866,-80.5438481,,3,
300707171,43.443644,-80.5412779,,3,
300707174,43.4434484,-80.541139,,3,
300707187,43.444969,-80.5420478,,3,
300707191,43.4450622,-80.5427202,,3,
300707211,43.4460526,-80.5390112,,3,
301490849,43.4197506,-80.5551843,,3,
301490850,43.4205885,-80.5558246,,3,
301490870,43.4185276,-80.5585195,,3,
301490871,43.4219121,-80.5565241,,3,
301490878,43.4291641,-80.5630283,,3,
301490890,43.4372116,-80.5579054,,3,
301490899,43.4371996,-80.555768,,3,
301490902,43.4366048,-80.5550533,,4,
301490903,43.4360856,-80.5543265,,3,
301490904,43.4355781,-80.5549849,,3,
301490905,43.4350752,-80.5542524,,4,
301490906,43.4356784,-80.5532945,,3,
301490923,43.4366053,-80.5507482,,3,
301490930,43.4371365,-80.5498033,,3,
301490931,43.4376502,-80.5488906,,3,
301490941,43.4366144,-80.5391511,,3,
301490943,43.4362405,-80.5400093,,3,
301490944,43.4355359,-80.540445,,4,
301490951,43.4347937,-80.5439973,,3,
301490957,43.4365006,-80.5433758,,3,
301490962,43.4366661,-80.5436983,,3,
301490971,43.4333478,-80.5488803,,3,
301490972,43.4327856,-80.5498579,,3,
301490974,43.4323148,-80.5502365,,3,
301490976,43.4300362,-80.5489869,traffic_signals,4,
301490977,43.4289751,-80.548251,,3,
301490978,43.4281453,-80.549929,,4,
301490982,43.4282366,-80.551766,,3,
301490996,43.4256096,-80.5378156,,3,
302136762,43.5133275,-80.5572924,,3,
302138333,43.4750782,-80.5974426,,3,
302857854,43.4575172,-80.535085,,3,
302857856,43.4586968,-80.532396,stop,4,
302857858,43.4595624,-80.5303582,,3,
302857860,43.4607711,-80.52993,,4,
302857870,43.4615543,-80.5228321,,4,
302857874,43.4595562,-80.5199143,traffic_signals,4,
302857875,43.4588646,-80.520671,,4,
302857880,43.4565793,-80.5231258,,3,
302857881,43.456273,-80.5236137,stop,4,
302857895,43.4542404,-80.527509,,4,
302857898,43.4571224,-80.530628,,3,
302857899,43.4594458,-80.5330054,,4,
304578837,43.4769265,-80.4840194,,3,
304578841,43.4767745,-80.4844213,traffic_signals,4,
306013063,43.4477965,-80.5286465,,3,
306013066,43.4468943,-80.5278094,,3,
306013067,43.4461488,-80.5273404,,3,
306013069,43.4454146,-80.5268916,,3,
306013083,43.445154,-80.5145999,,3,
306013084,43.4448483,-80.514312,,3,
306013087,43.4453155,-80.5130326,,3,
306013088,43.4428818,-80.5153075,,4,
306013090,43.4439309,-80.5123279,,4,
306013092,43.4460603,-80.5109428,,1,
306013118,43.4475362,-80.5072438,,4,
306013501,43.4342695,-80.5215467,,3,
306013506,43.433394,-80.5237973,,3,
306013509,43.4329107,-80.5238397,,3,
306201538,43.4557211,-80.5245882,,4,
306201556,43.4535116,-80.5225836,,4,
306201559,43.4519941,-80.5215572,,4,
306201562,43.4506136,-80.5206407,,4,
306201582,43.4532116,-80.5184793,,4,
306201589,43.4534005,-80.51794,,4,
306201593,43.4524493,-80.5179943,,4,
306201596,43.4526433,-80.5174614,,7,
306201598,43.4523001,-80.5179015,,3,
306201607,43.4524611,-80.5174227,,3,
306201745,43.4524346,-80.5067329,,3,
306201754,43.4498055,-80.504772,,3,
306201787,43.4395976,-80.5117211,crossing,4,
308151500,43.4682654,-80.5496295,,3,
308151570,43.468263,-80.5493522,,3,
308161143,43.4544665,-80.570448,,3,
308232139,43.4550411,-80.5238582,,4,
308232155,43.4597195,-80.522133,,4,
308232159,43.4604084,-80.521371,,3,
308232160,43.4601174,-80.5208772,,3,
308232162,43.460852,-80.5201068,,3,
308232164,43.4562247,-80.5267522,,4,
308232165,43.4552305,-80.5284802,,3,
308232169,43.4558842,-80.5291873,traffic_signals,4,
308232170,43.4548144,-80.5251956,,5,
308232171,43.4570106,-80.5325809,,3,
308232185,43.459154,-80.5313235,,3,
308232186,43.4599094,-80.5319474,,4,
308232187,43.4610524,-80.5328786,,4,
308232188,43.4607159,-80.5186497,,3,
308239398,43.4530848,-80.5554967,,3,
308239399,43.4531579,-80.5552714,,3,
308432105,43.4752347,-80.5539852,,3,
308433105,43.4715866,-80.5598463,,3,
308433275,43.4737734,-80.5593566,,1,
308435681,43.4837917,-80.5640938,,4,
308436395,43.4762439,-80.5420335,traffic_signals,4,
308438267,43.451924,-80.5561816,,4,
308438502,43.4521686,-80.5574,,3,
308438520,43.4526178,-80.5576539,,3,
308438901,43.4515399,-80.5609468,,3,
308439222,43.4514312,-80.562322,,1,
308710791,43.4496089,-80.5648522,,3,
308710860,43.4520675,-80.5577146,,3,
308710861,43.4513762,-80.5577501,,3,
308710862,43.4512216,-80.5576478,,1,
308863243,43.4870691,-80.5278535,,3,
308863244,43.4871338,-80.5272855,traffic_signals,4,
308863283,43.4895639,-80.5282963,,3,
308863284,43.4898267,-80.5298384,,4,
308863400,43.4903808,-80.5289777,,3,
309711607,43.4565884,-80.5022397,stop,4,
309711608,43.4557729,-80.5017318,,4,
309711609,43.4549965,-80.5012509,traffic_signals,4,
309711617,43.4553592,-80.4965434,,4,
309711618,43.4546719,-80.498615,stop,4,
309711623,43.4637177,-80.4894508,,4,
309711626,43.4623749,-80.4934703,,4,
309711627,43.4614357,-80.4962641,stop,4,
309711631,43.4563424,-80.4971523,stop,4,
309711632,43.4571286,-80.4976436,,4,
309711633,43.4509744,-80.5195876,,3,
309711634,43.4524761,-80.5205921,,5,
309711635,43.4542641,-80.5217891,,4,
309711636,43.4592813,-80.5269558,stop,4,
309711638,43.4623885,-80.5297939,,3,
309732069,43.4498791,-80.5624739,,3,
309732076,43.4454554,-80.5737494,traffic_signals,4,
309732077,43.445989,-80.5742909,,4,
309732080,43.4470525,-80.5750974,,3,
309732082,43.4474538,-80.5752637,,3,
309732083,43.4476247,-80.5752703,,3,
309732088,43.4476239,-80.5748115,,3,
309732091,43.4471849,-80.5744452,,3,
309732094,43.4466837,-80.5733905,,4,
309732095,43.4464827,-80.573963,,4,
309732096,43.4461232,-80.5737009,,3,
310717245,43.4588336,-80.4826562,,3,
310717253,43.4588194,-80.4818303,,3,
310717268,43.4585249,-80.4936396,,4,
310717282,43.4594231,-80.4909257,,3,
310718844,43.4646246,-80.5246207,,3,
310718845,43.4644739,-80.524495,,4,
310718846,43.4642485,-80.524296,,3,
310718855,43.463924,-80.5247695,,3,
310722344,43.4536787,-80.5544784,,4,
310722367,43.4731502,-80.5269,,3,
310722369,43.4733672,-80.5262829,,3,
310722370,43.4738361,-80.5244758,,3,
310722372,43.4745596,-80.5287455,,1,
316548633,43.4890728,-80.5342826,,3,
316548640,43.4880685,-80.5373152,,3,
316548642,43.4905121,-80.5349384,,3,
316548643,43.4913648,-80.5332315,,3,
316548653,43.4923171,-80.5352869,,3,
316548722,43.5021931,-80.5493008,,4,
316548723,43.5039048,-80.5444489,,3,
317484170,43.4997856,-80.5214267,,3,
317484171,43.5000178,-80.5224321,stop,3,
317484175,43.4989509,-80.5224667,,3,
317484189,43.4979524,-80.5197456,,4,
317849390,43.4921415,-80.5387819,,3,
317849399,43.4941713,-80.539089,,3,
318133062,43.5000521,-80.5375817,traffic_signals,5,
318133063,43.5007081,-80.5381899,,4,
318133067,43.5042433,-80.5382714,,4,
318133071,43.5074671,-80.5422398,,3,
318133074,43.5070859,-80.5433182,,3,
318133076,43.5075018,-80.5437085,,3,
318133081,43.5075884,-80.5441296,,3,
318966028,43.5018914,-80.5191348,,3,
318966376,43.5070368,-80.5182437,,3,
318966521,43.5050375,-80.5121813,,3,
318966532,43.5049304,-80.5119625,,3,
318966537,43.5074551,-80.5170597,,3,
318966547,43.5096303,-80.5199449,,3,
318966557,43.5079563,-80.5207423,,3,
318966561,43.5073259,-80.5200162,,3,
318966564,43.5066355,-80.5193885,,3,
318966569,43.5100779,-80.5192018,,3,
318966582,43.5083313,-80.5201451,,3,
318966603,43.507661,-80.5194605,,3,
318966629,43.5062427,-80.5205399,,3,
318966637,43.5077085,-80.5220697,,3,
319778580,43.4937508,-80.5114989,,4,
319778581,43.4946155,-80.5124408,,3,
319778582,43.4954905,-80.5134213,,3,
319778583,43.4963669,-80.5143808,,3,
319778585,43.4974681,-80.5155763,,3,
319778589,43.4989055,-80.5151727,,3,
319778596,43.4981704,-80.514378,,3,
319778604,43.4986523,-80.5087072,,3,
319778605,43.4977886,-80.5077416,,4,
319778606,43.5006241,-80.5062129,,3,
319778630,43.4987841,-80.5068913,,3,
319778633,43.4987257,-80.5068741,,3,
319778634,43.4996332,-80.5073038,,3,
319778635,43.4997982,-80.5073204,,3,
325356044,43.4287867,-80.545897,,3,
325356070,43.4263768,-80.5451371,,3,
328346645,43.4346353,-80.545765,,3,
328346878,43.4365261,-80.5464146,,3,
328347026,43.4353685,-80.5467894,,3,
328347123,43.4352348,-80.5470188,,3,
328347159,43.4336329,-80.5491773,,3,
328347183,43.4344355,-80.5481139,,3,
328347563,43.4365905,-80.5412576,,3,
328347615,43.4345173,-80.5441886,,3,
328348027,43.4415995,-80.5488686,,3,
328348214,43.4429029,-80.5478263,,3,
328348395,43.4421664,-80.5472849,,3,
328348735,43.4437294,-80.5465653,,3,
328348878,43.4429778,-80.5489482,,3,
328349053,43.4436259,-80.5494004,,3,
328349083,43.4453724,-80.5494358,stop,3,
328349815,43.4457028,-80.5543998,,3,
328349888,43.4439036,-80.5588335,,3,
328349949,43.4428759,-80.5594168,,3,
328349970,43.4421802,-80.5586671,,3,
328350198,43.4426927,-80.56245,stop,4,
328350274,43.4497167,-80.5576381,,3,
328350306,43.4479935,-80.5587846,,3,
328350327,43.447682,-80.5597276,,4,
328350787,43.4494766,-80.5568943,,3,
328350885,43.4484028,-80.5563213,,3,
328351347,43.4489922,-80.557996,,3,
328351618,43.4489132,-80.5615084,,3,
328351901,43.4474995,-80.5577894,,3,
328352005,43.4475506,-80.5575584,,3,
328352274,43.4477575,-80.5619024,,3,
328352552,43.4469131,-80.5594784,,3,
328353071,43.4449091,-80.5643762,,3,
328353167,43.4438483,-80.563412,,3,
328353201,43.4435239,-80.5632385,,3,
328353461,43.4404697,-80.5613469,,3,
328353673,43.4408134,-80.5627196,,3,
328353889,43.439714,-80.5610538,,3,
328354020,43.4394351,-80.5612164,,3,
328354238,43.4403969,-80.5529146,,3,
328354585,43.4407206,-80.5519093,,3,
328355015,43.4419835,-80.5557895,,3,
329250481,43.4345202,-80.5498404,,3,
329250661,43.4347604,-80.5538718,,3,
329250962,43.4352398,-80.5560717,,3,
329251090,43.4377805,-80.5562885,,3,
329922549,43.4461286,-80.5693346,,3,
329922630,43.4470221,-80.5633104,,3,
329922636,43.4462933,-80.5628336,,4,
329922682,43.4457175,-80.5615189,,3,
329922787,43.4464474,-80.5647049,,3,
329922794,43.4468493,-80.5637932,,3,
329922926,43.4478632,-80.5647965,turning_circle,1,
329923018,43.4474604,-80.5678421,,3,
329923065,43.4469047,-80.5674191,,3,
329923114,43.4457865,-80.5639856,,4,
329923115,43.445139,-80.5632831,,3,
329923179,43.4466329,-80.5578321,,3,
329923235,43.4428148,-80.5540836,,3,
329923257,43.4434095,-80.5555867,,3,
329923258,43.44313,-80.5563691,,3,
329923308,43.4406503,-80.5543967,stop,3,
329923312,43.4392878,-80.5535149,,4,
329923351,43.4384926,-80.5524098,,4,
329923392,43.4355591,-80.5568296,,3,
329923481,43.4409393,-80.5557981,,3,
329923483,43.4404415,-80.5566567,,3,
329923503,43.4397599,-80.5544954,,3,
329923506,43.4399494,-80.5539291,,3,
329923508,43.4406809,-80.5569351,,3,
329923537,43.4415112,-80.5548795,,3,
329923559,43.4409923,-80.558594,,3,
329923585,43.4418314,-80.5596847,,3,
329923619,43.4403774,-80.558248,,3,
329923650,43.439519,-80.5602507,,3,
329923652,43.4398307,-80.5601267,,3,
329923749,43.4394902,-80.5601161,,3,
329923828,43.439004,-80.5590748,,4,
329923903,43.4382646,-80.5585762,,4,
329923934,43.4432377,-80.5417085,,3,
329923939,43.442863,-80.5382095,turning_loop,1,
329923974,43.4432228,-80.5371386,turning_loop,1,
329924001,43.443586,-80.5361216,turning_loop,1,
329924062,43.4438853,-80.5328282,,3,
329924120,43.4436467,-80.5347904,turning_loop,1,
329924198,43.4455577,-80.5310251,,3,
330382230,43.4303512,-80.5340832,,3,
330382248,43.4299497,-80.5344554,,3,
330382259,43.4291181,-80.5356761,,3,
330382261,43.4261726,-80.5462348,,3,
330382262,43.425611,-80.5459754,,3,
330382280,43.4262622,-80.5458142,,3,
330382284,43.4272959,-80.5461027,,3,
330382285,43.4273827,-80.5462009,,3,
330382288,43.427508,-80.5464269,,3,
330382301,43.4293181,-80.5470102,,3,
330382311,43.4329465,-80.548444,,3,
330382314,43.4335599,-80.5471714,,3,
330382333,43.432356,-80.5468391,,3,
330382334,43.4318194,-80.5468662,,3,
330382349,43.4322156,-80.5454816,,3,
330382359,43.4320929,-80.5452125,,3,
330382360,43.4444633,-80.5579212,,3,
330382364,43.4438206,-80.5574006,,3,
330382409,43.4459018,-80.5562141,,3,
330382425,43.4464314,-80.5537327,,3,
330382432,43.4467784,-80.5556805,,3,
330382436,43.447433,-80.5556948,,3,
330382471,43.4468283,-80.5529704,stop,3,
330382472,43.4473868,-80.5518709,,3,
330382478,43.4480269,-80.5528885,,3,
330382520,43.4498351,-80.5201258,,3,
330382521,43.4491479,-80.5196641,,3,
330382522,43.4487699,-80.519417,,3,
330382524,43.4486685,-80.517375,,3,
330382526,43.4482108,-80.5183134,,3,
330382527,43.4473023,-80.521056,,3,
330382528,43.4470851,-80.5217454,,3,
330382531,43.4469667,-80.521912,,3,
330382533,43.4468716,-80.5218574,,3,
330382540,43.4471171,-80.5216014,,3,
330382611,43.4503848,-80.5187426,,3,
330382612,43.4511167,-80.5191879,,3,
331383175,43.4235328,-80.5477465,,4,
331383188,43.4232747,-80.5487796,,3,
331481085,43.4881621,-80.4923749,,6,
331664429,43.4357021,-80.533341,,3,
331664433,43.436616,-80.5310789,,3,
331664523,43.4334652,-80.5303937,,3,
331664548,43.4324755,-80.532145,,4,
331664577,43.432313,-80.5329603,,3,
331664648,43.4288873,-80.5442147,,3,
331664680,43.4305129,-80.5393359,,3,
331664700,43.4312243,-80.543134,,3,
331664702,43.4308781,-80.5441239,,4,
331664708,43.4305549,-80.5427546,,3,
331664751,43.4308434,-80.5417665,,3,
331664776,43.4290189,-80.5441696,,3,
331664780,43.4293858,-80.5447385,,3,
331664788,43.4295149,-80.5439961,,3,
331664790,43.4292904,-80.5450133,,1,
331664817,43.4275671,-80.5494443,,3,
331664849,43.430617,-80.5493783,,4,
331664851,43.43098,-80.5483239,,3,
331664893,43.4326482,-80.5531233,,3,
331664901,43.4329779,-80.5518518,,3,
331664921,43.4312906,-80.5498139,,4,
331664932,43.4318309,-80.549017,,3,
331664961,43.4309468,-80.5508264,,3,
331664970,43.4319805,-80.5527058,,3,
331969122,43.4640917,-80.4913093,,3,
331969125,43.4663523,-80.48869,,3,
331969126,43.4662199,-80.4922699,,3,
331969127,43.4648976,-80.4961388,,4,
331969254,43.4637293,-80.4923851,,3,
331969334,43.4696852,-80.4930712,,3,
331969396,43.4680039,-80.4939887,,1,
331969397,43.4685661,-80.4924041,,3,
331969416,43.4656003,-80.4905826,,3,
331969417,43.4654481,-80.4910029,,3,
331969453,43.46835,-80.4969089,,3,
331969456,43.4681497,-80.4978401,,4,
331969457,43.4676198,-80.4984656,,4,
331969462,43.4665785,-80.4981236,,3,
331969465,43.4662003,-80.4984538,,3,
331969537,43.4688964,-80.4944571,,3,
331969548,43.4713801,-80.4920185,,3,
331969653,43.4705054,-80.5030613,traffic_signals,4,
331969654,43.4722542,-80.5047628,traffic_signals,4,
331969760,43.4693804,-80.4702637,,3,
332419450,43.433114,-80.5217037,,4,
332419547,43.4326618,-80.5213657,,3,
332419680,43.4381906,-80.5200087,,3,
334325561,43.4697294,-80.5680564,,3,
334325571,43.4675751,-80.566248,traffic_signals,4,
334325578,43.464305,-80.5630233,,4,
334325580,43.4612319,-80.560536,traffic_signals,4,
334325581,43.4580613,-80.5578936,traffic_signals,5,
334325585,43.4553604,-80.5559645,,4,
334325592,43.4536059,-80.5546288,,4,
334325593,43.4524471,-80.5535547,traffic_signals,6,
334325596,43.4507485,-80.5520696,,3,
334325599,43.4483486,-80.5500903,traffic_signals,4,
334325602,43.446763,-80.5487446,,3,
334325617,43.4425648,-80.5424675,traffic_signals,4,
334325632,43.4392529,-80.5353646,traffic_signals,4,
334325650,43.436464,-80.529138,traffic_signals,4,
334325658,43.43368,-80.5269299,,3,
334325661,43.4317229,-80.5256516,,4,
334325687,43.4540269,-80.5549995,,3,
334325700,43.4367212,-80.5258165,,1,
334325786,43.4396824,-80.5332768,,3,
334325801,43.4413056,-80.5318299,,3,
334325825,43.4417719,-80.5270995,,3,
334325905,43.4422696,-80.5278541,,3,
334325970,43.4435011,-80.5434031,,3,
334325973,43.4440652,-80.5428611,,3,
334326003,43.4439224,-80.5451746,traffic_signals,4,
334326004,43.4907278,-80.5641162,traffic_signals,4,
334326005,43.4900985,-80.5636994,,3,
334326006,43.4897609,-80.5646468,,3,
334326048,43.4924859,-80.5649124,,4,
334406186,43.4462454,-80.5436737,,3,
334715426,43.5007402,-80.5652211,,3,
334715557,43.4995932,-80.5556917,,3,
334715638,43.4971338,-80.555229,,3,
334715643,43.4971908,-80.5552669,,3,
334715721,43.4962815,-80.5614906,,3,
334715788,43.4943057,-80.5663418,,3,
334716076,43.460684,-80.5825657,,3,
334716364,43.4532571,-80.583267,,3,
334716518,43.4565928,-80.5828199,,4,
334722319,43.4615901,-80.5917126,,3,
334722325,43.4628503,-80.5904171,,3,
334722336,43.4632508,-80.588622,,3,
334722340,43.4635712,-80.5877054,,4,
334722345,43.4638694,-80.5868689,,3,
334722347,43.4641896,-80.5859976,,4,
334722353,43.4647562,-80.5849338,,3,
334722354,43.4651756,-80.5843508,traffic_signals,4,
334722362,43.4647779,-80.5849021,,3,
334909704,43.5136172,-80.5572349,,3,
334909794,43.5138905,-80.5569184,traffic_signals,3,
335034175,43.4346557,-80.5203938,,4,
335034178,43.435744,-80.5216247,,3,
335034220,43.4353563,-80.522718,,3,
335034245,43.4354797,-80.5229318,,3,
335616696,43.4741062,-80.5457993,,3,
335820946,43.4645669,-80.4899503,stop,4,
335820950,43.4541502,-80.4957959,traffic_signals,4,
335820951,43.4527297,-80.4939975,traffic_signals,4,
336984409,43.4633261,-80.5277039,,4,
336984417,43.4604008,-80.5250808,stop,4,
336984427,43.4595069,-80.5237574,stop,3,
336984436,43.4545954,-80.5373359,,3,
336984463,43.4544769,-80.5389759,,3,
336984471,43.4562958,-80.5382006,,3,
336984534,43.4534994,-80.5396107,,3,
336984543,43.4522014,-80.5255821,,4,
336984577,43.4555081,-80.5291795,,3,
336984582,43.4538513,-80.5280591,,3,
336984585,43.4540611,-80.5282009,,3,
336984590,43.4541236,-80.5273939,,4,
336984595,43.4557406,-80.529338,,3,
336984625,43.4534789,-80.5337005,,3,
336984635,43.4507585,-80.5253893,,3,
336984661,43.450024,-80.5272793,,3,
336984664,43.449789,-80.527785,,3,
336984668,43.4484317,-80.5268756,,3,
336984675,43.4507904,-80.5286364,,3,
336984689,43.4626775,-80.5329556,,3,
338449442,43.4524148,-80.5296298,,3,
338449445,43.4501851,-80.5282442,,3,
338449449,43.4497807,-80.5292138,,3,
338449471,43.4486643,-80.5320192,,3,
338449550,43.4515991,-80.5291014,,3,
338449576,43.4504306,-80.532354,,3,
338449983,43.4527695,-80.531085,,3,
338450000,43.4517082,-80.5332325,,3,
338450002,43.4511663,-80.533519,,3,
338450075,43.4536279,-80.5342895,,3,
338450120,43.4516315,-80.5263144,,3,
338450163,43.4541674,-80.5217244,,4,
338450190,43.4560175,-80.5171186,,4,
338450199,43.4562414,-80.5168818,,4,
338450203,43.46126,-80.5137593,,3,
338450211,43.4588681,-80.5152452,,3,
338450214,43.456789,-80.516551,traffic_signals,4,
338450235,43.4548146,-80.518869,,5,
338450274,43.4488497,-80.5256947,,3,
338450275,43.4492406,-80.5259453,,3,
338450309,43.4513393,-80.5185865,,3,
338450310,43.454642,-80.5207539,,3,
338450311,43.4520748,-80.5190648,,3,
338450312,43.4535927,-80.5200607,,3,
338450313,43.4537682,-80.5195643,,1,
338450314,43.4547646,-80.5200657,,3,
338450316,43.4576473,-80.5219954,,3,
338450317,43.455505,-80.5183294,,4,
338450328,43.4549045,-80.5150876,,4,
338450331,43.4541229,-80.5171005,,3,
338450360,43.4524667,-80.5153731,,4,
338450579,43.4641284,-80.5086275,,3,
338450583,43.4690495,-80.4948435,,3,
338450584,43.4693415,-80.494049,,3,
338450585,43.4691285,-80.4946239,,3,
338450586,43.4712501,-80.4843512,traffic_signals,4,
338450596,43.4723266,-80.4804846,,3,
338450614,43.4704235,-80.4770003,,4,
338450615,43.4702905,-80.4766198,,3,
338450632,43.4639351,-80.4791685,,3,
338450634,43.4626683,-80.479436,,3,
338450640,43.468009,-80.4749162,,4,
338450751,43.475437,-80.4844198,,3,
338450775,43.4739314,-80.4894508,,3,
338450778,43.4734639,-80.4893058,,1,
338686133,43.4702885,-80.5685586,,3,
338686152,43.4310197,-80.5275848,,3,
338849141,43.4675035,-80.5253175,,3,
338849148,43.461245,-80.5288692,stop,4,
338849150,43.4621636,-80.5267605,stop,4,
339204561,43.4543509,-80.5356675,turning_circle,1,
339204563,43.4560893,-80.5333389,stop,3,
339204569,43.4643666,-80.5181954,,3,
339204575,43.4647567,-80.5176013,,3,
339204626,43.4664148,-80.51596,,3,
339271792,43.4610776,-80.5239415,,3,
339271794,43.4598426,-80.5260126,,3,
339271796,43.4628624,-80.5287398,,4,
339271797,43.457099,-80.5337804,,3,
339271801,43.4559549,-80.5367713,,3,
339271826,43.4535,-80.5378585,,3,
339271844,43.4554965,-80.5386495,,3,
339271846,43.4553965,-80.5380609,,3,
339271860,43.4566693,-80.538597,,3,
339271874,43.4562907,-80.5297784,,4,
339271876,43.4547748,-80.528689,,3,
339271878,43.4534267,-80.5325192,,3,
339271891,43.4513789,-80.5270353,,3,
339271892,43.4518675,-80.5273985,,3,
339271913,43.4491729,-80.5247576,,3,
339271914,43.4484051,-80.5239002,,1,
339271915,43.4529677,-80.5263258,,3,
339271921,43.4534766,-80.5242111,,3,
339271925,43.4536399,-80.5226986,,3,
339271926,43.4537316,-80.5227775,,3,
339271930,43.4535589,-80.5242237,,3,
339271936,43.453042,-80.5263959,,3,
339271963,43.4522763,-80.5554091,stop,4,
339271981,43.4432172,-80.5437703,,4,
339375840,43.469182,-80.5346163,,1,
339573880,43.4638882,-80.5405023,,3,
339573892,43.4547294,-80.5251089,,3,
339573893,43.4549623,-80.5237968,,4,
339573894,43.4551752,-80.5224289,,4,
340085866,43.4544826,-80.5193144,,1,
340085876,43.4520778,-80.5216128,,4,
340085892,43.4559614,-80.5169968,,4,
340085901,43.4545469,-80.5206914,,4,
340085904,43.4533961,-80.5224996,,4,
340085925,43.4520395,-80.5254489,,4,
340085929,43.4541262,-80.5185341,,4,
340085930,43.4539756,-80.5189856,,3,
340085931,43.4536208,-80.5173263,,3,
340085933,43.4541589,-80.518436,,3,
340085934,43.4563922,-80.5283428,,3,
340085935,43.4576388,-80.5297591,,3,
340085936,43.458158,-80.5174682,,3,
340085938,43.4600338,-80.5207368,,4,
